headline,link,text
“More support is given for treatment of HIV positive persons”,"(['http://www.thehindu.com/todays-paper/tp-national/tp-otherstates/ldquoMore-support-is-given-for-treatment-of-HIV-positive-personsrdquo/article16818615.ece'],)","Staff Correspondent,
,
,
,
,
,
,MYSORE: If 22-year-old Seema (name changed) is today a picture of confidence and hope, then kudos to counsellors and doctors at Asha Kirana. Seema after being in and out of government and private hospitals and after wrongly being diagnosed with malaria and typhoid came to Asha Kirana.,There, it was confirmed that she was HIV positive and had tuberculosis. Over the past 20 days, Seema has shown signs of recovery thanks to the medicines and care by the staff and her mother.,“Only my daughter and I know about positive status. If we tell our relatives or people in our village they may ostracise us, as they are not aware of the fact that the disease won’t spread through contact or communication boycott. We’ll just tell them that she has TB,” says Seema’s mother.,What makes matters worse is that Seema has been deserted by her husband. After two miscarriages, her husband left home. “I was married off when I was 12 to my mother’s brother. My father felt that he was dying and wanted to see me settled. My husband was very fond of me, but now…” says Seema wiping away tears. Her mother now suspects that her brother knew that he was positive, but hid it from them. “He worked in Kalasipalya in Bangalore as a daily wage earner and he probably had physical relationships with women there. My daughter is suffering on account of his misdeeds. HIV/AIDS is not something that the poor should get; it’s among the biggest curses on the poor,” she says.,One relief, she continues, is that it is not too late still. “We did find out at the right time and there is still hope of recovery. Asha Kirana has offered to get her remarried or even get her placed with some company. Awareness about the disease and access to care becomes crucial in such cases and we wish many more initiatives are launched. The stigma attached to HIV/AIDS should be removed,” says Seema’s mother.,Going by this incident , this year’s theme for World AIDS Day, “Universal Access and Human Rights”, cannot be more apt.,Says Dr. Mothi of Asha Kirana: “WHO had devised a 3/5 plan, according to which 3 million people with HIV/AIDS were to have had universal access by the end of 2005. But despite the availability of money, medicines and manpower this could not be achieved because of lack of awareness. So through this campaign we will all have to work towards creating a comfortable atmosphere where people can come and access care; bringing attitudinal change becomes important.”,Originating as a counselling-cum-care clinic for people living with AIDS (PLWA) in 1997, Asha Kirana has now evolved into a major referral centre in the State. Asha Kirana is the first specialised hospital-cum-research institute for HIV/AIDS, the first to offer subsidised HIV testing and free antiretroviral therapy to children with AIDS, the first voluntary counselling centre, the first healthcare facility to launch outreach programmes in rural and urban areas and the first day-care clinic for PLWA in Mysore region."
“More support is given for treatment of HIV positive persons”,"(['http://www.thehindu.com/todays-paper/tp-national/tp-otherstates/ldquoMore-support-is-given-for-treatment-of-HIV-positive-personsrdquo/article16818615.ece'],)","HYDERABAD: Principal Secretary, Health, J. Satyanarayana on Tuesday said undergoing HIV test was important for every individual for taking preventive and health measures at the right time and thus increase quality of life.,He was addressing a gathering at the Ravindra Bharati here on World AIDS Day ."
“More support is given for treatment of HIV positive persons”,"(['http://www.thehindu.com/todays-paper/tp-national/tp-otherstates/ldquoMore-support-is-given-for-treatment-of-HIV-positive-personsrdquo/article16818615.ece'],)","Reaching out: (From left) S. Vijayakumar, Project Director, TANSACS; M.R.K. Panneerselvam, Health Minister; P. Geetha Jeevan, Social Welfare Minister; and Archana Ramasundaram, ADGP, Crime Branch CID, at the World Aids Day function in Chennai on Tuesday.
 
| Photo Credit: , ,Special Correspondent,CHENNAI: In order to make treatment more accessible to people living with HIV/AIDS (PLHA), 46 link anti retroviral therapy (ART) centres will be set up in the State.,This will help patients who have to travel long distances to reach ART centres get their drugs at a location closer to home.,The strategy is expected to cut travel time and costs and also ensure adherence, Health Minister M.R.K. Panneerselvam said on the occasion of World AIDS Day function here.,Also, there are plans to start a grievance redressal cell in all districts for PLHA. A complaint box will be placed in the ART centres and the office of the Dean/Superintendent of the hospital. PLHA can drop their written complaints with regard to stigma and discrimination.,The complaints will be reviewed every week by the ART Nodal Officer and an action taken report submitted to the Tamil Nadu State AIDS Control Society (TANSACS) in a week’s time. Improved infrastructure for ART centres and installation of new CD4 machines is also on the cards, participants at the meeting organised by TANSACS said on Tuesday.,Earlier, on Tuesday, at a meeting organised by the Confederation of Indian Industry, V.K. Subburaj, Principal Secretary, Health, said the participation of the private healthcare sector in treatment of persons living with HIV/AIDS was extremely crucial for the State to progress towards its goal of no new infections.,While Tamil Nadu was being touted as a model for the rest of the country in HIV prevention, much of the success was achieved thanks to fruitful partnerships with a number of international agencies, including CDC Atlanta, UNICEF, USAID, Bill and Melinda Gates Foundation, Population Services International, Children’s Investment Fund Foundation and UNDP among others. One of the key areas that public-private-partnership (PPP) is required is in the area of dealing with sexually transmitted infections (STIs), as people prefer to go to the private sector for treatment.,At the session, ‘Bridging the 5A Gap in HIV Care: The PPP Way,’ Mr. Subburaj also signed memoranda of understanding with two private hospitals – Deepam Hospital and Dr. Kamakshi Memorial Hospital, to partner in the care of HIV infected.,E.K. Krishnamoorthy, convenor, Panel on Health, CII Tamil Nadu, said the gap caused by the 5As – accessibility, affordability, availability, acceptability and accountability- could be addressed with good public private partnerships.,Bimal Charles, project director, AIDS Prevention and Control Project (APAC), said the State had come a long way since 1986 when the first cases were detected, but it was true that positive people were still being shunned at hospitals and positive children thrown out from schools.,Andrew Simkin, United States Consul General, concurred and added that a lot remained to be done with regard to social attitudes to HIV. America’s approach to visas had also evolved dramatically, as legislation had enabled people with HIV infection to travel to the U.S., unlike in the past.,S.K. Rajan, Advisor – Panel on Health, CII Tamil Nadu, suggested that all hospitals with 50 beds or more allocate at least five beds for the care of HIV positive people."
“More support is given for treatment of HIV positive persons”,"(['http://www.thehindu.com/todays-paper/tp-national/tp-otherstates/ldquoMore-support-is-given-for-treatment-of-HIV-positive-personsrdquo/article16818615.ece'],)","Staff Correspondent,Udupi: Santosh Kumar Shetty, vice-president of the Udupi Zilla Panchayat, who is a physician, said on Tuesday that people with HIV/AIDS should be encouraged to lead normal life.,He was speaking after inaugurating the World AIDS Day function organised by the Karnataka AIDS Prevention Society, the Department of Health and Family Welfare, the District AIDS Prevention Cell, A.V. Baliga Group of Institutions, the Indian Medical Association and IMA Charitable Trust here.,Dr. Shetty said that India and Africa had a high incidence of HIV/AIDS. The former had 2.5 million people with HIV/AIDS and Karnataka about 2.8 lakh persons.,
,
,B.M. Hegde, Senior Medical Officer (Anti-Retroviral Therapy), said that it would take at least eight to 10 years for an experimental AIDS vaccine to be manufactured.,
,
,People with HIV/AIDS were afraid of the social stigma.,Many a time, they were shunned by their family members and friends, he said. Some of them could not bear this social boycott and stopped taking medicines midway, Dr. Hegde said.,District Health and Family Welfare Officer Ramachandra Bairy welcomed the gathering.,President of the zilla panchayat Gladys Almeida, Deputy Commissioner P. Hemalatha, Chief Executive Officer of the zilla panchayat N.S. Prasanna Kumar, Indian Medical Association president Vijaykumar Shetty and psychiatrist P.V. Bhandary were present."
“More support is given for treatment of HIV positive persons”,"(['http://www.thehindu.com/todays-paper/tp-national/tp-otherstates/ldquoMore-support-is-given-for-treatment-of-HIV-positive-personsrdquo/article16818615.ece'],)","Staff Reporter,
,
,TIRUCHI: The Tiruchi district network of people living with HIV/AIDS is in the process of forming women’s and men’s self-help groups at the level of taluks.,Formation of men and women SHGs constituting HIV positive members has already been completed in Thuriayur and Musiri, and a women SHG has been formed in Tiruchi.,“We are currently into the task of forming a men SHG in Tiruchi, and women and men SHGs in Lalgudi,” said M. Vijayalakshmi, president of the Tiruchi district network of people living with HIV/AIDS.,Since most of the HIV affected people are shunned by their families and the society, economic emancipation through income generation activities was the purpose behind formation of the SHGs, under the Global Fund Round 4 Access to Care and Treatment (ACT) Project, according to Ms. Vijayalakshmi.,Each group constitutes 12 members and is not an SHG in the real sense of the term. In this case, the members are not required to make any monetary contribution for sustaining membership. The idea is to create a base for seeking the support of the government departments in the form of skills training and self-employment support.,At a recent convention, the members of the network pleaded for their inclusion for the skill- training programmes and self-employment assistance under the schemes of Social Welfare Department, Mahalir Thittam and Thadco.,They have enough reasons to feel that they are cared for by the government machinery. The support of the district administration in expediting the process of widow pension for the HIV affected women has been a cause for immense relief for the network members. HIV patients are also being provided with excellent treatment at the Annal Gandhi Memorial Government Hospital.,“Our concern is that the wrong notion of HIV affliction still persists among the people despite the fact that several widows among the HIV affected members were innocent victims. What we now look for is long-term support through exclusive government schemes directed at economic progress of HIV affected people,” said Ms. Vijayalakshmi.,
,
,To begin with, measures like issue of free house pattas to HIV affected people, priority in issuance of the various certificates, distribution of educational materials to children, marketing support for products developed by them, and inclusion of HIV/AIDS patients under the Chief Minister’s Insurance Scheme for Life Saving Procedures will go a long way in infusing confidence, according to the members of the network, which has been mobilising resources through sponsors to meet the educational expenses of the younger generation."
"Living with HIV/AIDS, but dying of TB: Study","(['http://www.thehindu.com/todays-paper/tp-national/tp-newdelhi/Living-with-HIVAIDS-but-dying-of-TB-Study/article16817810.ece'],)","Special Correspondent,
,
,
,
,
,
,CHENNAI: The participation of the private healthcare sector in treatment of persons living with HIV/AIDS (PLHAs) is extremely crucial for the State to progress towards its goal of no new infections, V.K. Subburaj, Principal Secretary, Health, said.,While Tamil Nadu has been touted as a model for the rest of the country in HIV prevention, much of the success has been achieved thanks to fruitful partnerships with a number of international agencies, including CDC Atlanta, UNICEF, USAID, Bill and Melinda Gates Foundation, Population Services International, Children’s Investment Fund Foundation and UNDP, among others.,
,
,The partnerships have been so successful that international agencies are happy to come to Tamil Nadu, he said. However, Mr. Subburaj said, in the event that international funding shrinks, it is necessary to have adequate internal private participation to sustain prevention efforts. One of the key areas that public-private partnership is required is in dealing with sexually transmitted infections (STIs), as people prefer to go to the private sector for treatment.,At a session on ‘Bridging the 5A Gap in HIV Care: The PPP Way’ organised by the Confederation of Indian Industry (CII), Mr. Subburaj also signed memoranda of understanding with two private hospitals — Deepam Hospital and Dr. Kamakshi Memorial Hospital, to partner in the care of HIV infected.,E.K. Krishnamoorthy, convenor, Panel on Health, CII Tamil Nadu, said the gap caused by the 5As — accessibility, affordability, availability, acceptability and accountability — could be addressed with good PPPs. Setting the context for the event, Bimal Charles, project director, AIDS Prevention and Control Project, said the State had come a long way since 1986 when the first cases were detected, but it was true that positive people were still being shunned at hospitals and positive children were being thrown out from schools.,Studies showed that 2.3 per cent of PLHAs complain that doctors and medical staff in the private sector refuse to even touch them in case their positive status is revealed. 89 per cent of positive people employed in the private sector fear that their jobs would be terminated if it got out that they were infected with HIV. “While we have covered the high-risk groups comprehensively, obviously we need to use mass media to approach the entire community with our messages,” he said.,Andrew Simkin, U.S. Consul-General, concurred and added that a lot remains to be done with regard to social attitudes towards HIV. America’s approach to visas has also evolved dramatically, as legislations have enabled people with HIV infection to travel to the U.S., unlike in the past.,S.K. Rajan, Advisor — Panel on Health, CII Tamil Nadu, suggested that all hospitals with 50 beds or more allocate at least five beds for the care of HIV positive people."
Government urged to table HIV/AIDS Bill immediately,"(['http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/Government-urged-to-table-HIVAIDS-Bill-immediately/article16819947.ece'],)","Special Correspondent,
,
,
,
,
,
,CHENNAI: A coalition of organisations came together in Chennai on Wednesday to demand the immediate tabling of the HIV/AIDS Bill.,The Bill, drafted in 2006 by the Health Ministry, after countrywide consultations with HIV positive groups, women and children groups, and communities at risk of HIV, is yet to be introduced in Parliament, primarily owing to the Law Ministry’s inaction, they charged.,From 2006 to October 2009, the Law Ministry has released four drafts of the Bill, each of which omitted several critical provisions aimed at promoting and protecting the rights of people living with and affected by HIV/AIDS, Anushree Kini, of the Lawyers Collective said.,The Law Ministry has completed the fourth draft and sent it to the Solicitor General, Raman Chawla of Lawyers Collective added.,
,
,He said the community was hoping that the final draft had incorporated several aspects of the demands articulated over the consultations held so far.,The Bill is essential as it provides a rights perspective and is key to informed consent and confidentiality practices in testing and treatment, according to Ramesh of the Professional Social Workers Association.,The Bill mirrors the aspirations and needs of the community and contains special provisions to address the vulnerabilities of women and children to HIV, according to Angeline, a Chennai-based lawyer.,Christopher Baskaran and Daisy David from World Vision India stressed the need to pass the Bill immediately in the light of several rights violations being faced by People Living with HIV/AIDS."
“More support is given for treatment of HIV positive persons”,"(['http://www.thehindu.com/todays-paper/tp-national/tp-otherstates/ldquoMore-support-is-given-for-treatment-of-HIV-positive-personsrdquo/article16818615.ece'],)","Staff Reporter,BANGALORE: Though he is barely six, Kamal fully understands the cause for which he was campaigning. He was among the hundreds gathered at Gandhi statue near the Race Course in Bangalore on Tuesday to raise their voice for “Nutritious Food for People Living with HIV” on the occasion of World AIDS Day.,Kamal, who is HIV positive, knows that good food can help people living with HIV (PLHIV) lead a long, healthy and productive life. And also that HIV is a growing crisis for affected children.,The demonstration, organised by Bangalore HIV and AIDS Forum (BHAF), saw the protesters shout slogans against the Government for turning a blind eye to the nutritional requirements of HIV positive patients. Comprising organisations such as ActionAid, APSA Foundation, Milana and Arunodaya, BHAF has been working for access to rights for PLHIV in the State.,The BHAF is an alliance of NGOs and individuals fighting for the rights of the PLHIV in Karnataka and has been campaigning for provision of nutritious food for PLHIV for the past year and a half.,“We provide nutrition twice a week to those on Anti Retroviral Therapy (ART) services at the Bowring and Victoria Hospitals. We cannot go on like this. The Karnataka State AIDS Prevention Society (KSAPS) and the Government need to come forward. In spite of repeated requests and notifications, the Government has not done anything for the PLHIVs,” said William Christopher, the organiser of the protest.,“Children are the worst affected. Orphans and vulnerable children are often neglected and of the 2.5 lakh PLHIV in Karnataka, they account for over 20 per cent,” said Vishaka T.S. of APSA Foundation, Bangalore, one of the members of the BHAF.,“We demand that all children infected or affected by HIV and AIDS have a childhood free from stigma and discrimination. They also need to have access to quality education and the unrestricted right to inheritance,” she said."
“More support is given for treatment of HIV positive persons”,"(['http://www.thehindu.com/todays-paper/tp-national/tp-otherstates/ldquoMore-support-is-given-for-treatment-of-HIV-positive-personsrdquo/article16818615.ece'],)","UPA chairperson Sonia Gandhi, Railway Minister Mamata Banerjee, Delhi Chief Minister Sheila Dikshit and Health Minister Ghulam Nabi Azad at the flagging off of the Red Ribbon Express at the Safdarjung Railway Station in New Delhi on Tuesday.
 
| Photo Credit: , ,Staff Reporter,
,
,NEW DELHI: Rajiv Gandhi Foundation chairperson Sonia Gandhi flagged off the Red Ribbon Express Phase-II from the Safdarjung station here to mark World AIDS Day on Tuesday.,She said the Red Ribbon Express Phase-I showed that “we are on the right track because of the appreciation we got from the people.”,Tackling the HIV epidemic was a high priority for the Centre because the disease mostly affected the poor and the young, Ms. Gandhi said. The Red Ribbon Club had brought together departments nationwide, and stakeholders — from elected representatives to self-help groups at the district level — to meet this challenge.,Ms. Gandhi went around the various coaches, sought information on several of the display panels and even accessed the helpline before flagging off the train.,Delhi Chief Minister Sheila Dixit said: “This year the theme of the World AIDS Day is ‘Universal Access And Human Rights’ and the train fulfils this message of ensuring universal access in the context of human rights. I feel that AIDS prevention is of critical importance, and I am sure this train will take this message all over the country and teach people how to prevent this disease and take care of those affected by it through treatment and care.”,Union Health and Family Welfare Minister Ghulam Nabi Azad said: “The train is going to give information on how to prevent HIV/AIDS, where to get services and who to count on for counselling and testing. Between 2002 and 2007, we succeeded in drastically reducing the number of people affected by this disease, and I believe that with more and more information reaching people, we will see a very definite decline in numbers in this country.”,The Red Ribbon Express is being implemented by the National AIDS Control Organisation, the National Rural Health Mission, the Rajiv Gandhi Foundation, the Ministry of Railways and UNICEF, among others.,The eight-coach train will provide on-station activities through exhibitions and displays. Off-site communication activities will also be taken up."
Loans to HIV carriers sought,"(['http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/Loans-to-HIV-carriers-sought/article12718782.ece'],)","The community based organisations should come forward to extend a helping hand to the HIV-affected children in different parts of the district, said Collector Rajendra Ratnoo.,Presiding over ‘Santhippom and Sathippom-2011' programme organised by Centre for Social Reconstruction, a non-governmental organisation, based in Nagercoil here on Wednesday, the Collector said that the community-based organisations should come forward to extend help to the HIV-affected persons.,The district administration would reach out to the HIV-affected persons particularly in the rural areas in cooperation with the department of health.,
,
,He also said that community based organisations would be set up in all the four taluks including Kalkulam, Vilavancode, Thovalai and Agastheeswaram to help the affected persons.,The director of CSR, T.S.Ramkumar, said that various non governmental organisations were involved in creating awareness in order to ensure the welfare and rights of the children affected with HIV.,The early identification of such affected persons by the department of health has come as a boon to the people in the district.,Later the Collector distributed sweets and clothes to the members of 450 families including 750 persons affected with HIV as a part of the New Year celebration held at Maravankudiyirruppu.,The Deputy Director of Health, M. Madhusoodhanan, chairperson of district panchayat D. Ajitha Manothankaraj participated in the function."
Loans to HIV carriers sought,"(['http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/Loans-to-HIV-carriers-sought/article12718782.ece'],)","District Collector K. Ramgopal on Wednesday exhorted bankers to provide a loan of Rs. 15,000 to Human Immunodeficiency Virus (HIV) carriers to eke out a living. Addressing a bankers meet at the DRDA conference hall here, he said the government would provide Rs.10,000 as grant to HIV carriers from DRDA funds, for self-employment. All those undergoing anti retroviral therapywould be provided Rs. 200 per month."
"Workshop on HIV awareness, life skills","(['http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/Workshop-on-HIV-awareness-life-skills/article15603630.ece'],)",A workshop on HIV/ AIDS awareness and life skills was organised by N.A. John Saturas at Kottam Institute of Technology at Chinna Tekur here on Wednesday. Mr. Johnson who is a state resource person for Red Ribbon Club said the youth should know about the HIV infection and the causes for its spread and the steps for its prevention. He also explained about various skills. –Special Correspondent
"Workshop on HIV awareness, life skills","(['http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/Workshop-on-HIV-awareness-life-skills/article15603630.ece'],)","Healthcare: T. Jayabal, Joint Director of Health Services, giving away the best performance award to a member of Red Ribbon Club of Mother Teresa Women's University College in Dindigul on Wednesday. — PHOTO: G. KARTHIKEYAN.
 
,: The total number of HIV patients detected at government hospital has come down to 80 a month from 100, owing to an effective awareness campaign on AIDS, according to Joint Director of Health Services T. Jayabal.,He was inaugurating an awareness seminar to mark the World AIDS Day here on Wednesday.,Of them, three were pregnant. The HIV test had been conducted on 7,000 to 8,000 patients a month. He advised pregnant women to under go the HIV test to protect their children from HIV, if any.,About 1,197 HIV cases were found after testing 97,583 persons in 2009-10. Now, the district has 6,000 HIV positive cases of which 4,165 had registered with the ART centre in Dindigul GH, including 2,159 patients under treatment, he pointed out. The Government had been spending Rs.50 lakh to meet the educational expenditure of 50 children living with HIV, he added.,Deputy Director of Health Services, Abdul Bari, said unsafe sex and lack of awareness were the main reason for the HIV.,Government Hospital Superintendent C. Subramani, TNHS Project Coordinator A. Asai Thambi and Resident Medical Officer P. Anandhan spoke.,Later, awards were given to Red Ribbon Club at Mother Teresa University College, Christian Polytechnic College and Sri Subrahmanya Engineering College for the best performance. The Kasturba Hospital bagged the Best Integrated Counselling and Testing Centre Award. Francis Gladwin got the best ICTC counsellor award and Sivamurugan got the best lab technician award."
India could be showcased globally for HIV reforms,"(['http://www.thehindu.com/todays-paper/tp-national/tp-newdelhi/India-could-be-showcased-globally-for-HIV-reforms/article16188774.ece'],)","The Delhi High Court decision of striking down Section 377 of the Indian Penal Code to decriminalise same sex relations between consenting adults could be showcased at the newly created Global Commission on HIV and Law, a new body launched by the United Nations Development Programme.,The Commission is aimed to increase understanding of the impact of the legal environment on national HIV responses. It will seek to focus on how laws and law enforcement can support, rather than block, effective HIV responses.,“Striking down of Section 377 has been a very important step in this direction and has generated lot of expectations and excitement among the people who are either affected by HIV or those with different sexual preferences,'' J. V. R. Prasada Rao, Member Secretary of the Commission told The Hindu here on Tuesday. Mr Rao, former Union Health Secretary, is at present Special Advisor to the Executive Director of UNAIDS for Asia-Pacific region.,“India's reforms in dealing with HIV, particularly decriminalising consensual same sex preference, access to medicines and even ending social discrimination will definitely be showcased at the global level,'' he said.,The Delhi High Court judgement was the first in India to directly guarantee rights for homosexuals. It overturned a 149-year-old British colonial law, which described sex between members of the same gender as an “unnatural offence.” While larger democracies like India have decriminalised same gender sex and USA and China have removed travel restrictions on HIV positive people, there is growing concern over new “restrictive” legislations on HIV being enacted in 15 countries, including Uganda and some countries in Africa. At present 52 countries have travel restrictions on HIV positive people. This includes India also. The Commission, announced last month, has an 18-month term and will submit its report in December 2011. It will pick up some of the most challenging legal and human rights issues in the context of HIV, including criminalisation of HIV transmission and behaviours and practices such as drug use, sex work and consensual adult same sex relations. “We will also take up women-related issues like marital rape, domestic violence and access to drugs and availability and patenting of generic drugs, though the focus will be on HIV,” Mr Rao said.,The Commission will have three meetings but will be supported by two inter-linked processes: regional hearings (to provide an interface between the Commission and stakeholders) and a Technical Advisory Group (to advise the Commission on key research and inform it on findings and recommendations). Purely an independent body, the Commission will have political leaders, and experts from the field of public health, academicians and judicial experts while the Technical Advisory Group will have AIDS activists including Mandeep Dhaliwal and Vivek Divan from India."
HIV prevention campaign gets a boost,"(['http://www.thehindu.com/todays-paper/tp-national/tp-kerala/HIV-prevention-campaign-gets-a-boost/article16186533.ece'],)","Community mobilisation is one of the major components of the Targeted Intervention programme, visualised by the National AIDS Control Organization (NACO) in its National AIDS Control Programme (NACP-III).,Targeted Interventions (TIs) are HIV prevention and control programmes intended for specific groups which are at higher risk of exposure to HIV infection, like female sex workers or truckers or intravenous drug users.,The coverage, scale and quality of the TIs can be enhanced if these ‘at-risk' communities can be brought together to mobilise themselves as community-based organisations and encourage them to head these outfits. The idea is that the pro-active role of female sex workers as a Community Based Organisation (CBO) will certainly make them more responsive to the TI programmes and make them take up the responsibility of HIV prevention,However, mobilisation and empowerment of female sex workers is easily said than done. Many previous attempts to mobilise them into a well-functioning community group has been disappointing,However, the success story of ‘Santhwanatheeram', a community-based organisation of female sex workers, promoted by Jawahar Suraksha Project in Alappuzha, a TI project of the Kerala State AIDS Control Society, in getting together female sex workers and generating in them a sense of responsibility towards HIV prevention and control is an example worthy of replication .,Santhwanatheeram has initiated several programmes to bring together the female sex workers and encourage them to stand united as a community. But it was the process of election to choose the office-bearers of the organisation, which actually brought its members close together. The project utilised the election process as a strategy to mobilise the women and encourage them to come under an umbrella.,The women were encouraged to engage in a healthy competition and to stand for the general body elections. The process resulted in bringing more such women, who were hitherto remaining invisible, into the organisation.,Familiarising them with the democratic election process itself , including declaration of dates for nomination, withdrawal of nomination and canvassing the voters through direct or indirect interaction by candidates, release of election manifesto by panel of candidates etc. served as a capacity-building exercise. Besides, the women had opportunities for public speaking and a platform for leading advocacy.,The members of Santhwanatheeram today are committed workers for the TI projects of the KSACS. They participate in all regular HIV prevention campaigns and are totally committed to the cause they are promoting."
Free bus passes for HIV positive persons,"(['http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/Free-bus-passes-for-HIV-positive-persons/article15590028.ece'],)","The government has sanctioned a sum of Rs.1,76,00,000 to providing free bus passes to persons living with HIV/AIDS for travelling to government hospital four times a month for treatment and check-up.,According to a government release, 48,300 persons are likely to benefit.,The scheme is only available for persons who are now getting free anti-retro viral drugs from the government. They are required to go to the nearest ART centre to pursue treatment at least twice every month.,However, some of the poor people who are not able to fund this travel stop going to the centre and give up treatment too.,For not discontinuing treatment,It is to ensure that they do not discontinue treatment that the government has decided to provide free bus passes."
Need to move HIV Bill in Parliament stressed,"(['http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/Need-to-move-HIV-Bill-in-Parliament-stressed/article15587607.ece'],)","The latest figure of prevalence of HIV in the State will be released next month, said P. Amudha, Project Director, Tamil Nadu State AIDS Control Society (TANSACS) here on Thursday.,She said that the prevalence of HIV had come down significantly in recent years owing to some pro-active steps taken across the State particularly in the high-risk districts. “The latest figures based on a survey done in 2009 have been compiled and they will be published next month. Preliminary figures have indicated that the HIV prevalence was reduced sharply since effective surveillance was in place to prevent transmission from mother to child,” she said.,Ms. Amudha was speaking at the inauguration of new building for Anti-Retroviral Therapy (ART) centre at the Government Hospital in Melur near here.,She said that the goal of TANSACS was to ensure that there were no new HIV-AIDS infections by the year 2012 and that no child was born with HIV.,“In 2001, the overall prevalence rate of HIV in the State was 1.13 per cent. It was brought down to 0.25 per cent in 2007 by adopting various strategies. The survey figures for 2009 will be released by us next month,” she said.,
,
,She appealed to the public, philanthropists/donors and corporate houses to generously contribute money to a special trust formed for supporting the HIV- infected and affected children.,The special trust, ‘Tamil Nadu Trust for Children Affected by HIV-AIDS,' was set up last year under the aegis of TANSACS with a corpus of Rs.5 crore. Through this trust, nearly 1,600 children (both infected and affected) are being supported.,“There are another 7,000 children looking out for financial support in the State right now. We are looking for donors to increase the trust's corpus to Rs.30 crore so that all children can receive assistance from us,” she said.,For this Trust, the employees of TANSACS had made voluntary contribution of a day's salary this month. The Tamil Nadu Health Minister had donated his two month's salary and actor Kamal Hasan had joined the cause to help the innocent victims, she said.,She stressed that special focus was being given to pregnant women in a bid to check the HIV transmission from mother to child through intervention strategy.,C. Kamaraj, Collector, R. T. Porkai Pandiyan, Director of Public Health and Preventive Medicine, A. Palanichamy, Deputy Director of Health Services, and P. Ashok Kumar, district panchayat president, were present."
Free bus passes for HIV positive persons,"(['http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/Free-bus-passes-for-HIV-positive-persons/article15590028.ece'],)","The government has sanctioned Rs.1,76,00,000 to providing free bus passes to HIV-AIDS for travelling to government hospital four times a month : Page 4"
Workshop to sensitise stakeholders on HIV/AIDS,"(['http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/Workshop-to-sensitise-stakeholders-on-HIVAIDS/article15592717.ece'],)","Bringing into play key factors like ‘dissemination' of knowledge and ‘mainstreaming' of the people living with HIV/AIDS, a workshop organised by the HLFPPT (Hindustan Latex Family Planning Promotion Trust) brought on a common platform representatives of 12 government departments from six districts in the region on Monday.,The conference hall of hotel Manorama became a common ground for discussing threadbare issues related to prevention and care of the HIV-affected population, advocacy, coordination and treatment.,Officials drawn from various government wings like police, labour, DRDA and Women and Child Welfare representing the districts of Krishna, Guntur, Prakasam, Nellore, Khammam and West Godavari, were part of the workshop, hosted with the support of Andhra Pradesh State AIDS Control Society (APSACS) and National AIDS Control Organisation (NACO).,It also served as a platform to sensitise chief stakeholders on the roles of the NACO and DAPCU (District AIDS Prevention and Control Units),“The whole idea is to disseminate knowledge on issues related to AIDS to the various government departments and help them explore means to help ‘streamline' People living with HIV/AIDS (PLHAs),” said D. Srinivas Rao, State manager of HLFPPT.,
,
,The HLFPPT efforts to enable government officials to realise the importance and implications of the collective drive against the monster virus seemingly made an impact with the departments coming up with a series of proposals that were aimed at wiping out discrimination against the virus-hit.,Representatives of various government wings expressed their willingness to do their bit in strengthening the hands of those involved in the battle against the virus.,The multi-sectoral approach is aimed at providing the much-needed impetus to the anti-AIDS drive.,Favourable response from the respective departments to proposals of free bus pass to PLHAs to visit ART centres, priority to the HIV-hit in job melas, supply of nutritious food and extension of Antyodaya Anna Yojana to the PLHAs and preference in disbursement of loans gave a ray of hope that the virus-afflicted would get the better of the odds in the days to come."
A crusade against HIV on motorbike,"(['http://www.thehindu.com/todays-paper/tp-national/tp-kerala/A-crusade-against-HIV-on-motorbike/article15902355.ece'],)","On a crusade against HIV for nearly 10 years, Santosh Kumar Mishra believes only a sustained and vigorous campaign can yield results in the battle against the disease.,Mr. Mishra, 43, rode into Kerala on his motorbike on Thursday after touring the length and breadth of India. He set out on his ‘Mission HIV, AIDS Awareness Campaign' on a bicycle from his native Guamal village in Orissa's Bhadrak district on August 15, 2001.,In Kerala for the first time, Mr. Mishra who reached here from Mangalore interacted briefly with people at the Manjeswaram border check-post.,“The disease can only be contained through a sustained and mass campaign by various sections of society,” Mr. Mishra told , here ,He stressed the message of safe sex to free the globe from the HIV scourge. He also urged the authorities to free the roads of wayside hotels, popularly known as dhabhas, which, according to him, facilitate unsafe sex among the public, especially truck drivers.,Mr. Mishra campaigns against HIV by distributing pamphlets and literature in regional languages in coordination with local AIDS control societies and hospitals. He also visits industrial units and colleges to spread awareness of HIV and AIDS."
